videoId,categories
cHHLHGNpCSA,"[('Trailer (promotion)', '0.142005'), ('Music video', '0.121858'), ('Motorcycle', '0.0908022'), ('Video game', '0.0876212'), ('Vehicle', '0.0657289'), ('Game', '0.0292342'), ('Sonic the Hedgehog', '0.0183815'), ('Motorcycling', '0.0150689'), ('Animation', '0.0121128'), ('Car', '0.0108092'), ('Television advertisement', '0.00908952'), ('Radio-controlled model', '0.00865663'), ('Radio-controlled car', '0.00682372'), ('Sonic the Hedgehog (character)', '0.00370478'), ('Racing', '0.00354744'), ('Ghost Rider', '0.00346284'), ('Vespa', '0.00337606'), ('Toy', '0.00332038'), ('Scooter (motorcycle)', '0.00298126'), ('Canon EOS 7D', '0.00263581')]"
cNlzQhB0tXc,"[('Toy', '0.873509'), ('Doll', '0.113621'), ('Barbie', '0.106632'), ('Dance', '0.0650409'), ('Toys R"" Us""', '0.0636541'), ('Monster High', '0.0501714'), ('Supermarket', '0.0472883'), ('Hairstyle', '0.0326905'), ('Hair', '0.0186221'), ('Vehicle', '0.0171142'), ('Arcade game', '0.012456'), ('Convenience store', '0.0124426'), ('Video game', '0.00990512'), ('Radio-controlled model', '0.00962977'), ('Hot Wheels', '0.00908864'), ('Radio-controlled car', '0.00870012'), ('Car', '0.00854622'), ('Animal', '0.00849955'), ('Baby Alive', '0.00789133'), ('Kamen Rider Series', '0.00729092')]"
cSC_wjYoV5Q,"[('Cartoon', '0.982622'), ('Animation', '0.716132'), ('Game', '0.11108'), ('Video game', '0.0529348'), ('Puppy', '0.0230304'), ('Lalaloopsy', '0.0186283'), ('The Walt Disney Company', '0.01295'), ('Littlest Pet Shop', '0.0117271'), ('Tails (character)', '0.0100331'), ('Stuffed toy', '0.0097077'), ('Farm', '0.00883221'), ('Sonic the Hedgehog', '0.00834784'), ('Guppy', '0.00651784'), ('Pig', '0.00627162'), ('Toy', '0.00598088'), ('Sonic the Hedgehog (character)', '0.00579499'), ('Pikachu', '0.00487258'), ('Mickey Mouse', '0.00465192'), ('Strawberry', '0.00422436'), ('Bee', '0.00374682')]"
ca3fDPpbz94,"[('Toddler', '0.490267'), ('Toy', '0.303075'), ('Food', '0.0410867'), ('Animal', '0.0219334'), ('Kinder Surprise', '0.015935'), ('New Super Mario Bros. U', '0.0134087'), ('Animation', '0.0133707'), ('Clay', '0.0130454'), ('Pet', '0.0113624'), ('Kindergarten', '0.0112432'), ('Soap', '0.0105699'), ('Cartoon', '0.00974545'), ('Doll', '0.00866592'), ('Vehicle', '0.00833705'), ('Puzzle', '0.00791118'), ('Littlest Pet Shop', '0.00693103'), ('Photography', '0.00635797'), ('Alphabet', '0.0055874'), ('Car', '0.00480294'), ('Pokémon (video game series)', '0.00453855')]"
caieQtbj6IU,"[('Cartoon', '0.989429'), ('Animation', '0.700745'), ('My Little Pony', '0.420051'), ('Pony', '0.351608'), ('Rainbow', '0.0620737'), ('Game', '0.0462863'), ('Video game', '0.0292669'), ('Sonic the Hedgehog', '0.023576'), ('Sonic the Hedgehog (character)', '0.0136522'), ('/m/0fhnl08', '0.00826293'), ('Tails (character)', '0.00500689'), ('Sonic Lost World', '0.00488321'), ('Paper', '0.00385704'), ('The Walt Disney Company', '0.0037024'), ('Pokémon', '0.00344456'), ('Peter Pan', '0.00342765'), ('Animal', '0.00270176'), ('Sonic the Hedgehog (1991 video game)', '0.00220323'), ('Sonic Heroes', '0.00209624'), ('/m/01h44', '0.00196821')]"
caqoiQMiAg0,"[('Toy', '0.584255'), ('Music video', '0.0965441'), ('Radio-controlled model', '0.0796379'), ('Egg as food', '0.0791295'), ('Vehicle', '0.0603596'), ('Animal', '0.0584601'), ('Radio-controlled car', '0.0492607'), ('The Walt Disney Company', '0.0301617'), ('Animation', '0.0246625'), ('Costume', '0.0225944'), ('Food', '0.0218016'), ('Doll', '0.0201128'), ('Car', '0.0169798'), ('Thomas the Tank Engine', '0.013629'), ('Hot Wheels', '0.0106534'), ('Kinder Surprise', '0.0104481'), ('Sonic the Hedgehog', '0.0100558'), ('Pet', '0.00866869'), ('Model aircraft', '0.00791998'), ('Lightning McQueen', '0.00695495')]"
cf40VhoC1XQ,"[('Cartoon', '0.883776'), ('Animation', '0.37686'), ('Barbie', '0.182001'), ('Game', '0.091572'), ('The Walt Disney Company', '0.0704966'), ('Doll', '0.055655'), ('Video game', '0.0550624'), ('Toy', '0.0228121'), ('Princess', '0.0210365'), ('Christmas', '0.00872932'), ('Pet', '0.00808377'), ('Puppy', '0.00771794'), ('Toddler', '0.0074266'), ('Food', '0.00597243'), (""McDonald's"", '0.00593822'), ('Santa Claus', '0.0056812'), ('Kristoff (Disney)', '0.00460617'), ('Animal', '0.00440912'), ('Alphabet', '0.00439736'), ('Music video', '0.00417061')]"
cm1qvX1ygOo,"[('Cartoon', '0.971408'), ('Animation', '0.36289'), ('Video game', '0.269613'), ('Game', '0.183228'), ('Angry Birds', '0.178442'), ('Pumpkin', '0.167927'), ('Fruit', '0.0356133'), ('Angry Birds (video game)', '0.0261357'), ('The Walt Disney Company', '0.0170526'), ('/m/0fhnl08', '0.0118204'), ('Apple', '0.00876503'), ('Achievement (video gaming)', '0.00607491'), ('Dance', '0.00520072'), ('Sonic the Hedgehog', '0.00463903'), ('Pony', '0.0044003'), ('My Little Pony', '0.00309096'), ('Tails (character)', '0.00282885'), ('Cartoon Network', '0.00256063'), ('Sega Genesis', '0.00252143'), ('Pac-Man', '0.00151254')]"
co-g-dZxxHY,"[('Doll', '0.96236'), ('Toy', '0.847385'), ('Swimming pool', '0.312191'), ('Baby Alive', '0.276516'), ('Barbie', '0.263053'), ('Human swimming', '0.0842766'), ('GoPro', '0.0320904'), ('Sonic the Hedgehog', '0.0192784'), ('Mermaid', '0.0145669'), ('Littlest Pet Shop', '0.0121165'), ('Toddler', '0.00724225'), ('Ken (doll)', '0.00530064'), ('Animation', '0.00455136'), ('The Walt Disney Company', '0.00417216'), ('Radio-controlled model', '0.00414463'), ('Vehicle', '0.0030272'), ('Cartoon', '0.0028688'), ('My Little Pony', '0.0019768'), ('Car', '0.00161526'), ('Underwater', '0.0015744')]"
content_list,"[('Game', '0.089895'), ('Video game', '0.0538926'), ('Vehicle', '0.0523885'), ('RuneScape', '0.052274'), ('Microsoft Windows', '0.0450476'), ('Car', '0.0396466'), ('Cartoon', '0.0340224'), ('Computer keyboard', '0.0315531'), ('Guitar', '0.0263892'), ('Pokémon', '0.0238195'), ('Animal', '0.0204965'), ('Tibia (video game)', '0.0198167'), ('LittleBigPlanet 2', '0.0190422'), ('Fighting game', '0.018742'), ('Animation', '0.017982'), ('World of Warcraft', '0.0178841'), ('Pokémon (video game series)', '0.0176435'), ('Pet', '0.0174872'), ('Strategy video game', '0.0158236'), ('Metin2', '0.0157772')]"
cx68LlUXyOk,"[('Spider-Man', '0.884318'), ('Toy', '0.780599'), ('Kinder Surprise', '0.502751'), ('Iron Man', '0.403293'), ('Hulk (comics)', '0.341727'), ('Superman', '0.27131'), ('Captain America', '0.215384'), ('Egg as food', '0.14808'), ('Action figure', '0.129739'), ('Avengers (comics)', '0.081528'), ('Vehicle', '0.0346938'), ('Venom (comics)', '0.0338447'), ('Comics', '0.0300517'), ('Thor (Marvel Comics)', '0.029475'), ('Kamen Rider Series', '0.02221'), ('Costume', '0.0178339'), ('Motorcycle', '0.0144123'), ('Animation', '0.0137395'), ('Toddler', '0.0124438'), ('Batman', '0.0120568')]"
cxfMY6WRPY4,"[('Fashion', '0.253271'), ('Dance', '0.127982'), ('School', '0.0354779'), ('Video game', '0.0351704'), ('Animation', '0.0322253'), ('Game', '0.0175082'), ('Music video', '0.0169707'), ('T-shirt', '0.0165811'), ('Toy', '0.0157233'), ('Comedy (drama)', '0.012975'), ('Shorts', '0.0124663'), ('Haruhi Suzumiya', '0.00854583'), ('Hairstyle', '0.00674032'), ('Vehicle', '0.00638298'), ('Model (person)', '0.00625244'), ('Sonic the Hedgehog', '0.00609256'), ('Dormitory', '0.00603947'), ('Food', '0.00600105'), ('Mobile phone', '0.00586022'), ('University', '0.00547355')]"
dQngghm0wD0,"[('Animal', '0.436983'), ('Toy', '0.254253'), ('Octopus', '0.223825'), ('Pet', '0.217194'), ('Fish', '0.199641'), ('Radio-controlled model', '0.110655'), ('Sonic the Hedgehog', '0.0732617'), ('Radio-controlled car', '0.065951'), ('Shark', '0.0460147'), ('Video game', '0.0392608'), ('Crab', '0.0306585'), ('Dinosaur', '0.0200669'), ('Tails (character)', '0.019507'), ('Quadcopter', '0.0193865'), ('Underwater', '0.0186084'), ('Game', '0.0170727'), ('Sonic the Hedgehog (character)', '0.0161446'), ('Fishing', '0.0152879'), ('Plastic', '0.0142086'), ('Goldfish', '0.0141271')]"
dVD-7afPctY,"[('Toy', '0.14828'), ('Music video', '0.114308'), ('Vehicle', '0.0788756'), ('Car', '0.0495557'), ('Hulk (comics)', '0.0294471'), ('Superman', '0.0291255'), ('Robot', '0.023444'), ('Sonic the Hedgehog', '0.0233568'), ('School', '0.0197757'), ('Animation', '0.0175533'), ('Animal', '0.016383'), ('Food', '0.0145192'), ('Lightning McQueen', '0.0143553'), ('Radio-controlled car', '0.0130909'), ('Video game', '0.0112916'), ('Toddler', '0.0110809'), ('Photography', '0.0109247'), ('Doll', '0.00899431'), ('Game', '0.0089503'), ('Radio-controlled model', '0.00877482')]"
dXoxuEkoZTs,"[('Cartoon', '0.929103'), ('Game', '0.787684'), ('Video game', '0.222039'), ('Animation', '0.19313'), ('Mario Kart', '0.0405637'), ('Bicycle', '0.0300906'), ('Cycling', '0.0256551'), ('Pony', '0.0215432'), ('My Little Pony', '0.0207756'), ('Toy', '0.0200794'), ('Racing', '0.0139553'), ('Mario Kart 8', '0.0135711'), ('Sonic the Hedgehog', '0.011178'), ('Ninja', '0.00905839'), ('Luigi', '0.0086014'), ('Fighting game', '0.00651619'), ('Farm', '0.00650528'), ('Go-kart', '0.00550534'), ('BMX bike', '0.00470638'), ('Alphabet', '0.0046252')]"
dZ--Ac2wf6w,"[('Toy', '0.734252'), ('Sheriff Woody', '0.680195'), ('The Walt Disney Company', '0.251575'), ('Kinder Surprise', '0.171041'), ('Egg as food', '0.136728'), ('Doll', '0.0723191'), ('Figurine', '0.0256413'), ('Kamen Rider Series', '0.019377'), ('Action figure', '0.0192633'), ('Toddler', '0.0136491'), ('Easter egg', '0.0136173'), ('Animation', '0.0119679'), ('Clown', '0.011387'), (""McDonald's"", '0.0104551'), ('Video game', '0.00991772'), ('Costume', '0.00895504'), ('Motorsport', '0.00855693'), ('Mario Kart', '0.00830046'), ('Vehicle', '0.0052417'), ('Luigi', '0.00519376')]"
dpe2qclq3bM,"[('Dance', '0.219146'), ('Food', '0.0895267'), ('Fashion', '0.0856478'), ('Swimming pool', '0.0404926'), ('Video game', '0.0361922'), ('Animation', '0.0303249'), ('Game', '0.0242625'), ('Ken (doll)', '0.0100985'), ('Chewing gum', '0.00956491'), ('Music video', '0.00848301'), ('Animal', '0.00845473'), ('Barbie', '0.00837302'), ('Sonic the Hedgehog', '0.00786534'), ('The Walt Disney Company', '0.00781431'), ('Toy', '0.007741'), ('Face', '0.00702361'), ('Hair', '0.00691162'), ('Car', '0.00632152'), ('Comedy (drama)', '0.00575412'), ('Doll', '0.00537736')]"
e-ORhEE9VVg,"[('Trailer (promotion)', '0.345827'), ('Video game', '0.121679'), ('Game', '0.0336277'), ('Animation', '0.0282195'), ('Music video', '0.0185695'), ('AC Cobra', '0.0154504'), ('Television advertisement', '0.0138032'), ('Resident Evil', '0.0135925'), ('Barbie', '0.00976424'), ('Batman', '0.00708666'), ('The Walt Disney Company', '0.00656978'), ('Sonic the Hedgehog', '0.00600597'), ('Spider-Man', '0.00579325'), ('Dance', '0.00574327'), ('James Bond', '0.00540402'), ('Photography', '0.00489308'), (""Hatter (Alice's Adventures in Wonderland)"", '0.00405974'), ('Toy', '0.00258993'), ('Vampire', '0.00253406'), ('Fashion', '0.00252663')]"
e2qdVT_Zsuo,"[('Shower', '0.26688'), ('Hair', '0.140704'), ('Bathroom', '0.097972'), ('Cosmetics', '0.0705299'), ('Video game', '0.0528897'), ('Hairstyle', '0.0359896'), ('Game', '0.021853'), ('Shampoo', '0.0177938'), ('Food', '0.0161231'), ('Face', '0.0132778'), ('Skin', '0.0127627'), ('Washing', '0.0123627'), ('Sauna', '0.0122022'), ('Sonic the Hedgehog', '0.0120232'), ('Dance', '0.0117739'), ('Toy', '0.0116808'), ('Spa', '0.0105573'), ('Animation', '0.010287'), ('School', '0.00772056'), ('Soap', '0.00770393')]"
eBVqcTEC3zQ,"[('Cartoon', '0.977043'), ('Animation', '0.625099'), ('Game', '0.0516529'), ('Animal Crossing', '0.021884'), ('Anpanman', '0.0179438'), ('Video game', '0.0162269'), ('Farm', '0.0116543'), ('Animal Crossing: New Leaf', '0.00674774'), ('Lego Duplo', '0.00668829'), ('Lalaloopsy', '0.00448772'), ('Toy', '0.00381126'), (""McDonald's"", '0.0030869'), ('Eric Cartman', '0.00300311'), ('Fruit', '0.00295885'), ('Pikachu', '0.00261192'), ('Alphabet', '0.00239049'), ('Tractor', '0.00220258'), ('Wii', '0.0021586'), ('Animal', '0.00213581'), ('Plarail', '0.00196859')]"
eSWVv0aH1wg,"[('Animation', '0.146224'), ('Video game', '0.141547'), ('Game', '0.133828'), ('Michael Myers (Halloween)', '0.0764305'), ('Eiffel Tower', '0.0590909'), ('Costume', '0.0393388'), ('Climbing', '0.0365467'), ('Toy', '0.0341143'), ('Robot', '0.0270385'), ('Dance', '0.0267158'), ('Cartoon', '0.0172361'), ('Giraffe', '0.0119111'), ('Mask', '0.0103804'), ('Car', '0.00904209'), ('Doll', '0.00888776'), ('Comics', '0.0075943'), ('The Walt Disney Company', '0.00719395'), ('Vehicle', '0.0064341'), ('Amusement park', '0.00634078'), ('Toys R"" Us""', '0.00576031')]"
eVZwu3ofp3c,"[('Cartoon', '0.706873'), ('Animation', '0.388278'), ('Doll', '0.108767'), ('The Walt Disney Company', '0.101194'), ('Barbie', '0.0876999'), ('Game', '0.0376989'), ('Toy', '0.0346555'), ('Video game', '0.0338661'), ('Princess', '0.0221421'), ('Christmas', '0.0128886'), ('Kristoff (Disney)', '0.00661185'), ('Littlest Pet Shop', '0.00650066'), ('Luigi', '0.00639206'), ('Lalaloopsy', '0.00633709'), ('Olaf (Disney)', '0.00531237'), ('Hijab', '0.00523985'), ('Clown', '0.00516496'), ('Pet', '0.00477427'), ('Toddler', '0.00468169'), ('Food', '0.00442638')]"
eZ-hR5VT4pA,"[('Animation', '0.161742'), ('Game', '0.142744'), ('Toy', '0.116568'), ('Cartoon', '0.0922422'), ('Video game', '0.0849762'), ('Dance', '0.0804126'), ('Kindergarten', '0.046908'), ('Quilt', '0.0317377'), ('Doll', '0.0165729'), ('School', '0.0156745'), ('Elmo', '0.0149598'), ('Barbie', '0.0134003'), (""McDonald's"", '0.0133263'), ('Art', '0.01226'), ('Luigi', '0.0120568'), ('Puppet', '0.0100661'), ('The Walt Disney Company', '0.00718503'), ('Playground', '0.0069454'), ('Princess', '0.00578971'), ('Clay animation', '0.00551933')]"
ea3kRmqla50,"[('Animation', '0.655879'), ('Cartoon', '0.501905'), ('Video game', '0.392583'), ('Game', '0.336035'), ('The Sims', '0.0363509'), ('LittleBigPlanet (2008 video game)', '0.0252148'), (""Five Nights at Freddy's"", '0.0233113'), ('LittleBigPlanet 2', '0.0223428'), ('Sheriff Woody', '0.0214662'), ('The Walt Disney Company', '0.0114325'), ('/m/021bp2', '0.0105472'), ('Hotel', '0.0103759'), ('The Sims 3', '0.00971889'), ('Room', '0.0076994'), ('Clay animation', '0.00318007'), ('Magic Kingdom', '0.00308055'), ('The Sims 2', '0.00303815'), ('Sonic the Hedgehog', '0.00279633'), ('Teenage Mutant Ninja Turtles', '0.0024807'), ('Walt Disney World', '0.00225523')]"
ebXbLfLACGM,"[('Music video', '0.29653'), ('Video game', '0.0500978'), ('Vehicle', '0.0405613'), ('Racing', '0.0257608'), ('Car', '0.0250932'), ('Television advertisement', '0.0200405'), ('Radio-controlled car', '0.0195951'), ('Toy', '0.0138788'), ('Motorsport', '0.0122065'), ('Radio-controlled model', '0.0117322'), ('Animation', '0.0100055'), ('Trailer (promotion)', '0.00700307'), ('Classic car', '0.00607899'), ('Drifting (motorsport)', '0.00367754'), ('Dance', '0.00346518'), ('Game', '0.0030646'), ('Chipmunk', '0.00289818'), ('Barbie', '0.00276961'), ('Pickup truck', '0.00260191'), ('Iron Man', '0.00250227')]"
ecv7jUOwn-Q,"[('Hair', '0.524875'), ('Hair coloring', '0.278151'), ('Wig', '0.190266'), ('Hairstyle', '0.0963156'), ('Red hair', '0.0824891'), ('Human hair color', '0.0445908'), ('Goth subculture', '0.0198172'), ('Sonic the Hedgehog', '0.0163842'), ('Toy', '0.015808'), ('Costume', '0.0126809'), ('Animation', '0.0117872'), ('Climbing', '0.00991097'), ('Dance', '0.00762445'), ('Cosmetics', '0.00625374'), ('Car', '0.00601778'), ('Doll', '0.00590855'), ('Kamen Rider Series', '0.00581203'), ('Ariel (Disney)', '0.00581184'), ('Naruto', '0.00524031'), ('Mermaid', '0.00478957')]"
efvihAibMtM,"[('Cartoon', '0.983566'), ('Animation', '0.686336'), ('Game', '0.133293'), ('Video game', '0.0611879'), ('Puppy', '0.0334256'), ('Littlest Pet Shop', '0.0315048'), ('Stuffed toy', '0.0212596'), ('Mickey Mouse', '0.0189707'), ('The Walt Disney Company', '0.0137206'), ('Lalaloopsy', '0.00884218'), ('Bear', '0.00711869'), ('Minnie Mouse', '0.00677684'), ('Sonic the Hedgehog', '0.0067594'), ('Tails (character)', '0.00574259'), ('Farm', '0.00517179'), ('Pikachu', '0.00471061'), ('Kirby (character)', '0.00418171'), ('Sonic the Hedgehog (character)', '0.00388121'), ('Pac-Man', '0.00325107'), ('Mouse', '0.00297313')]"
ei2-RjJDBHc,"[('Cartoon', '0.990525'), ('Animation', '0.71402'), ('Game', '0.198506'), ('Video game', '0.0853061'), ('Cartoon Network', '0.0301779'), ('Fantage', '0.0108496'), ('Sonic the Hedgehog', '0.00507149'), ('Farm', '0.00338693'), (""McDonald's"", '0.00272241'), ('Sega Genesis', '0.00236252'), ('Game Boy Advance', '0.00163731'), ('Pinball', '0.00161117'), ('Zoo', '0.00160957'), ('Wii', '0.0015456'), ('Pokémon', '0.00153919'), ('Doctor Eggman', '0.00143712'), ('Sonic Heroes', '0.00123247'), ('Chicken', '0.00122725'), ('Strawberry', '0.00120641'), ('Crash Bandicoot', '0.00117429')]"
f6w1GvMdEeg,"[('Hairstyle', '0.548694'), ('Hair', '0.409824'), ('Cosmetics', '0.0934625'), ('Fashion', '0.0905899'), ('School', '0.033225'), ('Dance', '0.0258005'), ('Hair coloring', '0.0147849'), ('Bangs (hair)', '0.0124557'), ('Food', '0.00980108'), ('Braid', '0.00678049'), ('Animation', '0.00671601'), ('Ponytail', '0.00628398'), ('Vehicle', '0.00623864'), ('Video game', '0.00592179'), ('Hair iron', '0.0056404'), ('Toddler', '0.00539235'), ('Wig', '0.00473643'), ('Photography', '0.00437157'), ('Car', '0.00423679'), ('Eyelash', '0.00398092')]"
f8IFioQBtBo,"[('Toy', '0.929861'), ('Kinder Surprise', '0.769981'), ('Egg as food', '0.655722'), ('Spider-Man', '0.0696241'), ('Egg', '0.0475575'), ('Cartoon', '0.0375524'), ('Earring', '0.0207558'), ('Jewellery', '0.0189891'), ('Bead', '0.0164381'), ('Animation', '0.0162306'), ('Game', '0.0161314'), ('Iron Man', '0.0153454'), ('Chocolate', '0.0135792'), ('Action figure', '0.0130329'), ('Puzzle', '0.0114997'), ('Fruit', '0.0106372'), ('Hot Wheels', '0.0093987'), ('Mickey Mouse', '0.00913808'), ('Figurine', '0.00881588'), ('Play-Doh', '0.00879938')]"
fDnlYNa11Vg,"[('Toy', '0.694923'), ('Food', '0.140198'), ('Doll', '0.129621'), (""McDonald's"", '0.126897'), ('Barbie', '0.0347529'), ('Vehicle', '0.024461'), ('Radio-controlled car', '0.0222402'), ('The Walt Disney Company', '0.0183068'), ('Car', '0.0181497'), ('Radio-controlled model', '0.0173274'), ('Photography', '0.0151342'), ('Toddler', '0.0117249'), ('Sonic the Hedgehog', '0.0117045'), ('Video game', '0.0107253'), ('Fashion', '0.00899645'), ('Fast food', '0.00751426'), ('Lalaloopsy', '0.00687381'), ('Iron Man', '0.00660002'), ('Lightning McQueen', '0.00612091'), ('Mario Kart', '0.0060979')]"
fLFacU8tKT0,"[('Cartoon', '0.772604'), ('Clown', '0.62799'), ('Animation', '0.247806'), (""McDonald's"", '0.15796'), ('Ronald McDonald', '0.123515'), ('Luigi', '0.0247757'), ('Action figure', '0.0204447'), ('Video game', '0.0163578'), ('Toy', '0.0150453'), ('Game', '0.0140883'), ('Figurine', '0.0135589'), ('Robot', '0.00818535'), ('Mario & Luigi: Superstar Saga', '0.00774666'), ('Kamen Rider Series', '0.00763935'), ('Just Dance (video game)', '0.0065054'), ('Sheriff Woody', '0.00646472'), ('Ressha Sentai ToQger', '0.00563801'), ('Princess Peach', '0.00562774'), ('Dance', '0.00476211'), ('Wii', '0.00424405')]"
